Sentence#,Word,Language
Sentence: 5115,shop,Eng
,,
Sentence: 5116,cityile,Mix
Sentence: 5116,Honda,Othr
Sentence: 5116,bikente,Mix
Sentence: 5116,spare,Eng
Sentence: 5116,parts,Eng
Sentence: 5116,shopile,Mix
Sentence: 5116,jeevanakkaaran,Mal
,,
Sentence: 5117,cityile,Mix
Sentence: 5117,Honda,Othr
Sentence: 5117,bikente,Mix
Sentence: 5117,spare,Eng
Sentence: 5117,parts,Eng
Sentence: 5117,shopile,Mix
Sentence: 5117,staff,Eng
,,
Sentence: 5118,pink,Eng
Sentence: 5118,kite,Eng
Sentence: 5118,akaashath,Mal
Sentence: 5118,parakkunnu,Mal
,,
Sentence: 5119,building,Eng
Sentence: 5119,brick,Eng
Sentence: 5119,upayogichaanu,Mal
Sentence: 5119,construct,Eng
Sentence: 5119,cheythath,Mal
,,
Sentence: 5120,cityile,Mix
Sentence: 5120,Honda,Othr
Sentence: 5120,bikente,Mix
Sentence: 5120,spare,Eng
Sentence: 5120,parts,Eng
Sentence: 5120,shopile,Mix
Sentence: 5120,ninnum,Mal
Sentence: 5120,accessories,Eng
Sentence: 5120,vangunna,Mal
Sentence: 5120,manushyan,Mal
,,
Sentence: 5121,cityile,Mix
Sentence: 5121,Honda,Othr
Sentence: 5121,bikente,Mix
Sentence: 5121,service,Eng
Sentence: 5121,center,Eng
,,
Sentence: 5122,cityile,Mix
Sentence: 5122,Honda,Othr
Sentence: 5122,bikente,Mix
Sentence: 5122,service,Eng
Sentence: 5122,centerile,Mix
Sentence: 5122,staff,Eng
,,
Sentence: 5123,cityile,Mix
Sentence: 5123,Honda,Othr
Sentence: 5123,bikente,Mix
Sentence: 5123,service,Eng
Sentence: 5123,centerile,Mix
Sentence: 5123,service,Eng
Sentence: 5123,cheyyunna,Mal
Sentence: 5123,bike,Eng
,,
Sentence: 5124,cityile,Mix
Sentence: 5124,Honda,Othr
Sentence: 5124,bikente,Mix
Sentence: 5124,service,Eng
Sentence: 5124,centerile,Mix
Sentence: 5124,repair,Eng
Sentence: 5124,cheyyunna,Mal
Sentence: 5124,bike,Eng
,,
Sentence: 5125,cityile,Mix
Sentence: 5125,Suzuki,Othr
Sentence: 5125,bikente,Mix
Sentence: 5125,showroom,Eng
,,
Sentence: 5126,cityile,Mix
Sentence: 5126,Suzuki,Othr
Sentence: 5126,bikente,Mix
Sentence: 5126,showroomil,Mix
Sentence: 5126,work,Eng
Sentence: 5126,cheyyunna,Mal
Sentence: 5126,salesman,Eng
,,
Sentence: 5127,cityile,Mix
Sentence: 5127,Suzuki,Othr
Sentence: 5127,bikente,Mix
Sentence: 5127,showroomil,Mix
Sentence: 5127,work,Eng
Sentence: 5127,cheyyunna,Mal
Sentence: 5127,staff,Eng
,,
Sentence: 5128,cityile,Mix
Sentence: 5128,Suzuki,Othr
Sentence: 5128,bikente,Mix
Sentence: 5128,showroomile,Mix
Sentence: 5128,manager,Eng
,,
Sentence: 5129,cityile,Mix
Sentence: 5129,Suzuki,Othr
Sentence: 5129,bikente,Mix
Sentence: 5129,showroom,Eng
Sentence: 5129,visit,Eng
Sentence: 5129,cheyyuna,Mal
Sentence: 5129,customer,Eng
,,
Sentence: 5130,cityile,Mix
Sentence: 5130,Suzuki,Othr
Sentence: 5130,bikente,Mix
Sentence: 5130,showroom,Eng
Sentence: 5130,visit,Eng
Sentence: 5130,cheyyuna,Mal
Sentence: 5130,friend,Eng
,,
Sentence: 5131,charge,Eng
Sentence: 5131,cheyyan,Mal
Sentence: 5131,plug,Eng
Sentence: 5131,cheythirikkunna,Mal
Sentence: 5131,mobile,Eng
Sentence: 5131,phone,Eng
,,
Sentence: 5132,cityile,Mix
Sentence: 5132,Suzuki,Othr
Sentence: 5132,bikente,Mix
Sentence: 5132,showroom,Eng
Sentence: 5132,visit,Eng
Sentence: 5132,cheyyuna,Mal
Sentence: 5132,boy,Eng
,,
Sentence: 5133,cityile,Mix
Sentence: 5133,Suzuki,Othr
Sentence: 5133,bikente,Mix
Sentence: 5133,showroomil,Mix
Sentence: 5133,bike,Eng
Sentence: 5133,nokkunna,Mal
Sentence: 5133,customer,Eng
,,
Sentence: 5134,cityile,Mix
Sentence: 5134,Suzuki,Othr
Sentence: 5134,bikente,Mix
Sentence: 5134,showroomil,Mix
Sentence: 5134,ninnum,Mal
Sentence: 5134,bike,Eng
Sentence: 5134,vangiya,Mal
Sentence: 5134,customer,Eng
,,
Sentence: 5135,cityile,Mix
Sentence: 5135,Suzuki,Othr
Sentence: 5135,bikente,Mix
Sentence: 5135,showroomil,Mix
Sentence: 5135,ninnum,Mal
Sentence: 5135,bike,Eng
Sentence: 5135,vangiya,Mal
Sentence: 5135,friend,Eng
,,
Sentence: 5136,cityile,Mix
Sentence: 5136,Suzuki,Othr
Sentence: 5136,bikente,Mix
Sentence: 5136,showroomil,Mix
Sentence: 5136,ninnum,Mal
Sentence: 5136,bike,Eng
Sentence: 5136,vangiya,Mal
Sentence: 5136,boy,Eng
,,
Sentence: 5137,cityile,Mix
Sentence: 5137,Suzuki,Othr
Sentence: 5137,bikente,Mix
Sentence: 5137,showroomil,Mix
Sentence: 5137,ninnum,Mal
Sentence: 5137,puthiya,Mal
Sentence: 5137,bike,Eng
Sentence: 5137,purathekk,Mal
Sentence: 5137,konduvarunnu,Mal
,,
Sentence: 5138,cityile,Mix
Sentence: 5138,Suzuki,Othr
Sentence: 5138,bikente,Mix
Sentence: 5138,showroomil,Mix
Sentence: 5138,ninnum,Mal
Sentence: 5138,export,Eng
Sentence: 5138,cheyyunna,Mal
Sentence: 5138,bikekal,Mix
,,
Sentence: 5139,cityile,Mix
Sentence: 5139,Suzuki,Othr
Sentence: 5139,bikente,Mix
Sentence: 5139,showroomilekk,Mix
Sentence: 5139,import,Eng
Sentence: 5139,cheyyunna,Mal
Sentence: 5139,bikekal,Mix
,,
Sentence: 5140,cityile,Mix
Sentence: 5140,Suzuki,Othr
Sentence: 5140,bikente,Mix
Sentence: 5140,spare,Eng
Sentence: 5140,parts,Eng
Sentence: 5140,shop,Eng
,,
Sentence: 5141,cityile,Mix
Sentence: 5141,Suzuki,Othr
Sentence: 5141,bikente,Mix
Sentence: 5141,spare,Eng
Sentence: 5141,parts,Eng
Sentence: 5141,shopile,Mix
Sentence: 5141,jeevanakkaaran,Mal
,,
Sentence: 5142,cityile,Mix
Sentence: 5142,Suzuki,Othr
Sentence: 5142,bikente,Mix
Sentence: 5142,spare,Eng
Sentence: 5142,parts,Eng
Sentence: 5142,shopile,Mix
Sentence: 5142,staff,Eng
,,
Sentence: 5143,cityile,Mix
Sentence: 5143,Suzuki,Othr
Sentence: 5143,bikente,Mix
Sentence: 5143,spare,Eng
Sentence: 5143,parts,Eng
Sentence: 5143,shopile,Mix
Sentence: 5143,ninnum,Mal
Sentence: 5143,accessories,Eng
Sentence: 5143,vangunna,Mal
Sentence: 5143,manushyan,Mal
,,
Sentence: 5144,cityile,Mix
Sentence: 5144,Suzuki,Othr
Sentence: 5144,bikente,Mix
Sentence: 5144,service,Eng
Sentence: 5144,center,Eng
,,
Sentence: 5145,cityile,Mix
Sentence: 5145,Suzuki,Othr
Sentence: 5145,bikente,Mix
Sentence: 5145,service,Eng
Sentence: 5145,centerile,Mix
Sentence: 5145,staff,Eng
,,
Sentence: 5146,cityile,Mix
Sentence: 5146,Suzuki,Othr
Sentence: 5146,bikente,Mix
Sentence: 5146,service,Eng
Sentence: 5146,centerile,Mix
Sentence: 5146,service,Eng
Sentence: 5146,cheyyunna,Mal
Sentence: 5146,bike,Eng
,,
Sentence: 5147,cityile,Mix
Sentence: 5147,Suzuki,Othr
Sentence: 5147,bikente,Mix
Sentence: 5147,service,Eng
Sentence: 5147,centerile,Mix
Sentence: 5147,repair,Eng
Sentence: 5147,cheyyunna,Mal
Sentence: 5147,bike,Eng
,,
Sentence: 5148,chennai,Othr
Sentence: 5148,townile,Mix
Sentence: 5148,Yamaha,Othr
Sentence: 5148,bikente,Mix
Sentence: 5148,showroom,Eng
,,
Sentence: 5149,chennai,Othr
Sentence: 5149,townile,Mix
Sentence: 5149,Yamaha,Othr
Sentence: 5149,bikente,Mix
Sentence: 5149,showroomil,Mix
Sentence: 5149,work,Eng
Sentence: 5149,cheyyunna,Mal
Sentence: 5149,salesman,Eng
,,
Sentence: 5150,chennai,Othr
Sentence: 5150,townile,Mix
Sentence: 5150,Yamaha,Othr
Sentence: 5150,bikente,Mix
Sentence: 5150,showroomil,Mix
Sentence: 5150,work,Eng
Sentence: 5150,cheyyunna,Mal
Sentence: 5150,staff,Eng
,,
Sentence: 5151,chennai,Othr
Sentence: 5151,townile,Mix
Sentence: 5151,Yamaha,Othr
Sentence: 5151,bikente,Mix
Sentence: 5151,showroomile,Mix
Sentence: 5151,manager,Eng
,,
Sentence: 5152,chennai,Othr
Sentence: 5152,townile,Mix
Sentence: 5152,Yamaha,Othr
Sentence: 5152,bikente,Mix
Sentence: 5152,showroom,Eng
Sentence: 5152,visit,Eng
Sentence: 5152,cheyyuna,Mal
Sentence: 5152,customer,Eng
,,
Sentence: 5153,chennai,Othr
Sentence: 5153,townile,Mix
Sentence: 5153,Yamaha,Othr
Sentence: 5153,bikente,Mix
Sentence: 5153,showroom,Eng
Sentence: 5153,visit,Eng
Sentence: 5153,cheyyuna,Mal
Sentence: 5153,friend,Eng
,,
Sentence: 5154,chennai,Othr
Sentence: 5154,townile,Mix
Sentence: 5154,Yamaha,Othr
Sentence: 5154,bikente,Mix
Sentence: 5154,showroom,Eng
Sentence: 5154,visit,Eng
Sentence: 5154,cheyyuna,Mal
Sentence: 5154,boy,Eng
,,
Sentence: 5155,chennai,Othr
Sentence: 5155,townile,Mix
Sentence: 5155,Yamaha,Othr
Sentence: 5155,bikente,Mix
Sentence: 5155,showroomil,Mix
Sentence: 5155,bike,Eng
Sentence: 5155,nokkunna,Mal
Sentence: 5155,customer,Eng
,,
Sentence: 5156,chennai,Othr
Sentence: 5156,townile,Mix
Sentence: 5156,Yamaha,Othr
Sentence: 5156,bikente,Mix
Sentence: 5156,showroomil,Mix
Sentence: 5156,ninnum,Mal
Sentence: 5156,bike,Eng
Sentence: 5156,vangiya,Mal
Sentence: 5156,customer,Eng
,,
Sentence: 5157,chennai,Othr
Sentence: 5157,townile,Mix
Sentence: 5157,Yamaha,Othr
Sentence: 5157,bikente,Mix
Sentence: 5157,showroomil,Mix
Sentence: 5157,ninnum,Mal
Sentence: 5157,bike,Eng
Sentence: 5157,vangiya,Mal
Sentence: 5157,friend,Eng
,,
Sentence: 5158,oraal,Mal
Sentence: 5158,bike,Eng
Sentence: 5158,oodikkunnu,Mal
,,
Sentence: 5159,chennai,Othr
Sentence: 5159,townile,Mix
Sentence: 5159,Yamaha,Othr
Sentence: 5159,bikente,Mix
Sentence: 5159,showroomil,Mix
Sentence: 5159,ninnum,Mal
Sentence: 5159,bike,Eng
Sentence: 5159,vangiya,Mal
Sentence: 5159,boy,Eng
,,
Sentence: 5160,chennai,Othr
Sentence: 5160,townile,Mix
Sentence: 5160,Yamaha,Othr
Sentence: 5160,bikente,Mix
Sentence: 5160,showroomil,Mix
Sentence: 5160,ninnum,Mal
Sentence: 5160,puthiya,Mal
Sentence: 5160,bike,Eng
Sentence: 5160,purathekk,Mal
Sentence: 5160,konduvarunnu,Mal
,,
Sentence: 5161,pipele,Mix
Sentence: 5161,water,Eng
,,
Sentence: 5162,zebrakal,Mix
Sentence: 5162,veettumuttath,Mal
Sentence: 5162,kidakkunnu,Mal
,,
Sentence: 5163,orange,Eng
Sentence: 5163,niramulla,Mal
Sentence: 5163,carrot,Eng
,,
Sentence: 5164,chennai,Othr
Sentence: 5164,townile,Mix
Sentence: 5164,Yamaha,Othr
Sentence: 5164,bikente,Mix
Sentence: 5164,showroomil,Mix
Sentence: 5164,ninnum,Mal
Sentence: 5164,export,Eng
Sentence: 5164,cheyyunna,Mal
Sentence: 5164,bikekal,Mix
,,
Sentence: 5165,oru,Mal
Sentence: 5165,white,Eng
Sentence: 5165,bathroom,Eng
Sentence: 5165,toilet,Eng
,,
Sentence: 5166,megham,Mal
Sentence: 5166,niranja,Mal
Sentence: 5166,blue,Eng
Sentence: 5166,aakaashathiloode,Mal
Sentence: 5166,parakkunna,Mal
Sentence: 5166,jet,Eng
,,
Sentence: 5167,chennai,Othr
Sentence: 5167,townile,Mix
Sentence: 5167,Yamaha,Othr
Sentence: 5167,bikente,Mix
Sentence: 5167,showroomilekk,Mix
Sentence: 5167,import,Eng
Sentence: 5167,cheyyunna,Mal
Sentence: 5167,bikekal,Mix
,,
Sentence: 5168,chennai,Othr
Sentence: 5168,townile,Mix
Sentence: 5168,Yamaha,Othr
Sentence: 5168,bikente,Mix
Sentence: 5168,spare,Eng
Sentence: 5168,parts,Eng
Sentence: 5168,shop,Eng
,,
Sentence: 5169,chennai,Othr
Sentence: 5169,townile,Mix
Sentence: 5169,Yamaha,Othr
Sentence: 5169,bikente,Mix
Sentence: 5169,spare,Eng
Sentence: 5169,parts,Eng
Sentence: 5169,shopile,Mix
Sentence: 5169,jeevanakkaaran,Mal
,,
Sentence: 5170,chennai,Othr
Sentence: 5170,townile,Mix
Sentence: 5170,Yamaha,Othr
Sentence: 5170,bikente,Mix
Sentence: 5170,spare,Eng
Sentence: 5170,parts,Eng
Sentence: 5170,shopile,Mix
Sentence: 5170,staff,Eng
,,
Sentence: 5171,Exercise,Eng
Sentence: 5171,equipment,Eng
Sentence: 5171,in,Eng
Sentence: 5171,corner,Eng
,,
Sentence: 5172,birthday,Eng
Sentence: 5172,cake,Eng
Sentence: 5172,cutting,Eng
Sentence: 5172,timil,Mix
Sentence: 5172,photo,Eng
Sentence: 5172,edukkunna,Mal
Sentence: 5172,friend,Eng
,,
Sentence: 5173,chennai,Othr
Sentence: 5173,townile,Mix
Sentence: 5173,Yamaha,Othr
Sentence: 5173,bikente,Mix
Sentence: 5173,spare,Eng
Sentence: 5173,parts,Eng
Sentence: 5173,shopile,Mix
Sentence: 5173,ninnum,Mal
Sentence: 5173,accessories,Eng
Sentence: 5173,vangunna,Mal
Sentence: 5173,manushyan,Mal
,,
Sentence: 5174,chennai,Othr
Sentence: 5174,townile,Mix
Sentence: 5174,Yamaha,Othr
Sentence: 5174,bikente,Mix
Sentence: 5174,service,Eng
Sentence: 5174,center,Eng
,,
Sentence: 5175,chennai,Othr
Sentence: 5175,townile,Mix
Sentence: 5175,Yamaha,Othr
Sentence: 5175,bikente,Mix
Sentence: 5175,service,Eng
Sentence: 5175,centerile,Mix
Sentence: 5175,staff,Eng
,,
Sentence: 5176,beachil,Mix
Sentence: 5176,volleyball,Eng
Sentence: 5176,kalikkunna,Mal
Sentence: 5176,boys,Eng
,,
Sentence: 5177,chennai,Othr
Sentence: 5177,townile,Mix
Sentence: 5177,Yamaha,Othr
Sentence: 5177,bikente,Mix
Sentence: 5177,service,Eng
Sentence: 5177,centerile,Mix
Sentence: 5177,service,Eng
Sentence: 5177,cheyyunna,Mal
Sentence: 5177,bike,Eng
,,
Sentence: 5178,chennai,Othr
Sentence: 5178,townile,Mix
Sentence: 5178,Yamaha,Othr
Sentence: 5178,bikente,Mix
Sentence: 5178,service,Eng
Sentence: 5178,centerile,Mix
Sentence: 5178,repair,Eng
Sentence: 5178,cheyyunna,Mal
Sentence: 5178,bike,Eng
,,
Sentence: 5179,Coimbatore,Othr
Sentence: 5179,townile,Mix
Sentence: 5179,BMW,Othr
Sentence: 5179,bikente,Mix
Sentence: 5179,showroom,Eng
,,
Sentence: 5180,Coimbatore,Othr
Sentence: 5180,townile,Mix
Sentence: 5180,BMW,Othr
Sentence: 5180,bikente,Mix
Sentence: 5180,showroomil,Mix
Sentence: 5180,work,Eng
Sentence: 5180,cheyyunna,Mal
Sentence: 5180,salesman,Eng
,,
Sentence: 5181,Coimbatore,Othr
Sentence: 5181,townile,Mix
Sentence: 5181,BMW,Othr
Sentence: 5181,bikente,Mix
Sentence: 5181,showroomil,Mix
Sentence: 5181,work,Eng
Sentence: 5181,cheyyunna,Mal
Sentence: 5181,staff,Eng
,,
Sentence: 5182,Coimbatore,Othr
Sentence: 5182,townile,Mix
Sentence: 5182,BMW,Othr
Sentence: 5182,bikente,Mix
Sentence: 5182,showroomile,Mix
Sentence: 5182,manager,Eng
,,
Sentence: 5183,Coimbatore,Othr
Sentence: 5183,townile,Mix
Sentence: 5183,BMW,Othr
Sentence: 5183,bikente,Mix
Sentence: 5183,showroom,Eng
Sentence: 5183,visit,Eng
Sentence: 5183,cheyyuna,Mal
Sentence: 5183,customer,Eng
,,
Sentence: 5184,Coimbatore,Othr
Sentence: 5184,townile,Mix
Sentence: 5184,BMW,Othr
Sentence: 5184,bikente,Mix
Sentence: 5184,showroom,Eng
Sentence: 5184,visit,Eng
Sentence: 5184,cheyyuna,Mal
Sentence: 5184,friend,Eng
,,
Sentence: 5185,orange,Eng
Sentence: 5185,dress,Eng
Sentence: 5185,dharicha,Mal
Sentence: 5185,worker,Eng
,,
Sentence: 5186,Coimbatore,Othr
Sentence: 5186,townile,Mix
Sentence: 5186,BMW,Othr
Sentence: 5186,bikente,Mix
Sentence: 5186,showroom,Eng
Sentence: 5186,visit,Eng
Sentence: 5186,cheyyuna,Mal
Sentence: 5186,boy,Eng
,,
Sentence: 5187,Coimbatore,Othr
Sentence: 5187,townile,Mix
Sentence: 5187,BMW,Othr
Sentence: 5187,bikente,Mix
Sentence: 5187,showroomil,Mix
Sentence: 5187,bike,Eng
Sentence: 5187,nokkunna,Mal
Sentence: 5187,customer,Eng
,,
Sentence: 5188,Coimbatore,Othr
Sentence: 5188,townile,Mix
Sentence: 5188,BMW,Othr
Sentence: 5188,bikente,Mix
Sentence: 5188,showroomil,Mix
Sentence: 5188,ninnum,Mal
Sentence: 5188,bike,Eng
Sentence: 5188,vangiya,Mal
Sentence: 5188,customer,Eng
,,
Sentence: 5189,Coimbatore,Othr
Sentence: 5189,townile,Mix
Sentence: 5189,BMW,Othr
Sentence: 5189,bikente,Mix
Sentence: 5189,showroomil,Mix
Sentence: 5189,ninnum,Mal
Sentence: 5189,bike,Eng
Sentence: 5189,vangiya,Mal
Sentence: 5189,friend,Eng
,,
Sentence: 5190,Coimbatore,Othr
Sentence: 5190,townile,Mix
Sentence: 5190,BMW,Othr
Sentence: 5190,bikente,Mix
Sentence: 5190,showroomil,Mix
Sentence: 5190,ninnum,Mal
Sentence: 5190,bike,Eng
Sentence: 5190,vangiya,Mal
Sentence: 5190,boy,Eng
,,
Sentence: 5191,selfie,Eng
Sentence: 5191,photokk,Mix
Sentence: 5191,pose,Eng
Sentence: 5191,cheyyunna,Mal
Sentence: 5191,college,Eng
Sentence: 5191,student,Eng
,,
Sentence: 5192,bikente,Mix
Sentence: 5192,karutha,Mal
Sentence: 5192,cover,Eng
,,
Sentence: 5193,Coimbatore,Othr
Sentence: 5193,townile,Mix
Sentence: 5193,BMW,Othr
Sentence: 5193,bikente,Mix
Sentence: 5193,showroomil,Mix
Sentence: 5193,ninnum,Mal
Sentence: 5193,puthiya,Mal
Sentence: 5193,bike,Eng
Sentence: 5193,purathekk,Mal
Sentence: 5193,konduvarunnu,Mal
,,
Sentence: 5194,Coimbatore,Othr
Sentence: 5194,townile,Mix
Sentence: 5194,BMW,Othr
Sentence: 5194,bikente,Mix
Sentence: 5194,showroomil,Mix
Sentence: 5194,ninnum,Mal
Sentence: 5194,export,Eng
Sentence: 5194,cheyyunna,Mal
Sentence: 5194,bikekal,Mix
,,
Sentence: 5195,railway,Eng
Sentence: 5195,ticket,Eng
Sentence: 5195,counterle,Mix
Sentence: 5195,reservation,Eng
Sentence: 5195,system,Eng
,,
Sentence: 5196,Coimbatore,Othr
Sentence: 5196,townile,Mix
Sentence: 5196,BMW,Othr
Sentence: 5196,bikente,Mix
Sentence: 5196,showroomilekk,Mix
Sentence: 5196,import,Eng
Sentence: 5196,cheyyunna,Mal
Sentence: 5196,bikekal,Mix
,,
Sentence: 5197,Coimbatore,Othr
Sentence: 5197,townile,Mix
Sentence: 5197,BMW,Othr
Sentence: 5197,bikente,Mix
Sentence: 5197,spare,Eng
Sentence: 5197,parts,Eng
Sentence: 5197,shop,Eng
,,
Sentence: 5198,Coimbatore,Othr
Sentence: 5198,townile,Mix
Sentence: 5198,BMW,Othr
Sentence: 5198,bikente,Mix
Sentence: 5198,spare,Eng
Sentence: 5198,parts,Eng
Sentence: 5198,shopile,Mix
Sentence: 5198,jeevanakkaaran,Mal
,,
Sentence: 5199,Coimbatore,Othr
Sentence: 5199,townile,Mix
Sentence: 5199,BMW,Othr
Sentence: 5199,bikente,Mix
Sentence: 5199,spare,Eng
Sentence: 5199,parts,Eng
Sentence: 5199,shopile,Mix
Sentence: 5199,staff,Eng
,,
Sentence: 5200,Coimbatore,Othr
Sentence: 5200,townile,Mix
Sentence: 5200,BMW,Othr
Sentence: 5200,bikente,Mix
Sentence: 5200,spare,Eng
Sentence: 5200,parts,Eng
Sentence: 5200,shopile,Mix
Sentence: 5200,ninnum,Mal
Sentence: 5200,accessories,Eng
Sentence: 5200,vangunna,Mal
Sentence: 5200,manushyan,Mal
,,
Sentence: 5201,oru,Mal
Sentence: 5201,koottam,Mal
Sentence: 5201,pacha,Mal
Sentence: 5201,color,Eng
Sentence: 5201,scallions,Eng
,,
Sentence: 5202,black,Eng
Sentence: 5202,nirathilulla,Mal
Sentence: 5202,oru,Mal
Sentence: 5202,manushyan,Mal
,,
Sentence: 5203,Coimbatore,Othr
Sentence: 5203,townile,Mix
Sentence: 5203,BMW,Othr
Sentence: 5203,bikente,Mix
Sentence: 5203,service,Eng
Sentence: 5203,center,Eng
,,
Sentence: 5204,Coimbatore,Othr
Sentence: 5204,townile,Mix
Sentence: 5204,BMW,Othr
Sentence: 5204,bikente,Mix
Sentence: 5204,service,Eng
Sentence: 5204,centerile,Mix
Sentence: 5204,staff,Eng
,,
Sentence: 5205,refrigerator,Eng
Sentence: 5205,dooril,Mix
Sentence: 5205,karupp,Mal
Sentence: 5205,nirathil,Mal
Sentence: 5205,cursive,Eng
Sentence: 5205,writing,Eng
,,
Sentence: 5206,Coimbatore,Othr
Sentence: 5206,townile,Mix
Sentence: 5206,BMW,Othr
Sentence: 5206,bikente,Mix
Sentence: 5206,service,Eng
Sentence: 5206,centerile,Mix
Sentence: 5206,service,Eng
Sentence: 5206,cheyyunna,Mal
Sentence: 5206,bike,Eng
,,
Sentence: 5207,red,Eng
Sentence: 5207,carriage,Eng
Sentence: 5207,vehicle,Eng
Sentence: 5207,aalukale,Mal
Sentence: 5207,attract,Eng
Sentence: 5207,cheyyunnu,Mal
,,
Sentence: 5208,doore,Mal
Sentence: 5208,kaanunna,Mal
Sentence: 5208,green,Eng
Sentence: 5208,street,Eng
Sentence: 5208,sign,Eng
,,
Sentence: 5209,Coimbatore,Othr
Sentence: 5209,townile,Mix
Sentence: 5209,BMW,Othr
Sentence: 5209,bikente,Mix
Sentence: 5209,service,Eng
Sentence: 5209,centerile,Mix
Sentence: 5209,repair,Eng
Sentence: 5209,cheyyunna,Mal
Sentence: 5209,bike,Eng
,,
Sentence: 5210,Kochi,Othr
Sentence: 5210,nagarathile,Mal
Sentence: 5210,Ducati,Othr
Sentence: 5210,bikente,Mix
Sentence: 5210,showroom,Eng
,,
Sentence: 5211,Kochi,Othr
Sentence: 5211,nagarathile,Mal
Sentence: 5211,Ducati,Othr
Sentence: 5211,bikente,Mix
Sentence: 5211,showroomil,Mix
Sentence: 5211,work,Eng
Sentence: 5211,cheyyunna,Mal
Sentence: 5211,salesman,Eng
,,
Sentence: 5212,Kochi,Othr
Sentence: 5212,nagarathile,Mal
Sentence: 5212,Ducati,Othr
Sentence: 5212,bikente,Mix
Sentence: 5212,showroomil,Mix
Sentence: 5212,work,Eng
Sentence: 5212,cheyyunna,Mal
Sentence: 5212,staff,Eng
,,
Sentence: 5213,Kochi,Othr
Sentence: 5213,nagarathile,Mal
Sentence: 5213,Ducati,Othr
Sentence: 5213,bikente,Mix
Sentence: 5213,showroomile,Mix
Sentence: 5213,manager,Eng
,,
Sentence: 5214,Kochi,Othr
Sentence: 5214,nagarathile,Mal
Sentence: 5214,Ducati,Othr
Sentence: 5214,bikente,Mix
Sentence: 5214,showroom,Eng
Sentence: 5214,visit,Eng
Sentence: 5214,cheyyuna,Mal
Sentence: 5214,customer,Eng
,,
Sentence: 5215,tennis,Eng
Sentence: 5215,match,Eng
Sentence: 5215,nadakkunna,Mal
Sentence: 5215,ground,Eng
,,
Sentence: 5216,Kochi,Othr
Sentence: 5216,nagarathile,Mal
Sentence: 5216,Ducati,Othr
Sentence: 5216,bikente,Mix
Sentence: 5216,showroom,Eng
Sentence: 5216,visit,Eng
Sentence: 5216,cheyyuna,Mal
Sentence: 5216,friend,Eng
,,
Sentence: 5217,Kochi,Othr
Sentence: 5217,nagarathile,Mal
Sentence: 5217,Ducati,Othr
Sentence: 5217,bikente,Mix
Sentence: 5217,showroom,Eng
Sentence: 5217,visit,Eng
Sentence: 5217,cheyyuna,Mal
Sentence: 5217,boy,Eng
,,
Sentence: 5218,Kochi,Othr
Sentence: 5218,nagarathile,Mal
Sentence: 5218,Ducati,Othr
Sentence: 5218,bikente,Mix
Sentence: 5218,showroomil,Mix
Sentence: 5218,bike,Eng
Sentence: 5218,nokkunna,Mal
Sentence: 5218,customer,Eng
,,
Sentence: 5219,Kochi,Othr
Sentence: 5219,nagarathile,Mal
Sentence: 5219,Ducati,Othr
Sentence: 5219,bikente,Mix
Sentence: 5219,showroomil,Mix
Sentence: 5219,ninnum,Mal
Sentence: 5219,bike,Eng
Sentence: 5219,vangiya,Mal
Sentence: 5219,customer,Eng
,,
Sentence: 5220,Kochi,Othr
Sentence: 5220,nagarathile,Mal
Sentence: 5220,Ducati,Othr
Sentence: 5220,bikente,Mix
Sentence: 5220,showroomil,Mix
Sentence: 5220,ninnum,Mal
Sentence: 5220,bike,Eng
Sentence: 5220,vangiya,Mal
Sentence: 5220,friend,Eng
,,
Sentence: 5221,Kochi,Othr
Sentence: 5221,nagarathile,Mal
Sentence: 5221,Ducati,Othr
Sentence: 5221,bikente,Mix
Sentence: 5221,showroomil,Mix
Sentence: 5221,ninnum,Mal
Sentence: 5221,bike,Eng
Sentence: 5221,vangiya,Mal
Sentence: 5221,boy,Eng
,,
Sentence: 5222,Kochi,Othr
Sentence: 5222,nagarathile,Mal
Sentence: 5222,Ducati,Othr
Sentence: 5222,bikente,Mix
Sentence: 5222,showroomil,Mix
Sentence: 5222,ninnum,Mal
Sentence: 5222,puthiya,Mal
Sentence: 5222,bike,Eng
Sentence: 5222,purathekk,Mal
Sentence: 5222,konduvarunnu,Mal
,,
Sentence: 5223,Kochi,Othr
Sentence: 5223,nagarathile,Mal
Sentence: 5223,Ducati,Othr
Sentence: 5223,bikente,Mix
Sentence: 5223,showroomil,Mix
Sentence: 5223,ninnum,Mal
Sentence: 5223,export,Eng
Sentence: 5223,cheyyunna,Mal
Sentence: 5223,bikekal,Mix
,,
Sentence: 5224,Kochi,Othr
Sentence: 5224,nagarathile,Mal
Sentence: 5224,Ducati,Othr
Sentence: 5224,bikente,Mix
Sentence: 5224,showroomilekk,Mix
Sentence: 5224,import,Eng
Sentence: 5224,cheyyunna,Mal
Sentence: 5224,bikekal,Mix
,,
Sentence: 5225,Kochi,Othr
Sentence: 5225,nagarathile,Mal
Sentence: 5225,Ducati,Othr
Sentence: 5225,bikente,Mix
Sentence: 5225,spare,Eng
Sentence: 5225,parts,Eng
Sentence: 5225,shop,Eng
,,
Sentence: 5226,Kochi,Othr
Sentence: 5226,nagarathile,Mal
Sentence: 5226,Ducati,Othr
Sentence: 5226,bikente,Mix
Sentence: 5226,spare,Eng
Sentence: 5226,parts,Eng
